eventName,currentDoc,eventSource,sentIndex,sentSeq,compose,delete,relocate,reflect,seekSugg,acceptSugg,dismissSugg,reviseSugg,reviseUser,lowModification,highModification,highTemp,lowTemp
suggestion-get,"An alien has kidnapped Matt Damon, not knowing what lengths humanity goes through to retrieve him whenever he goes missing. ",user,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
text-delete,"An alien has kidnapped Matt Damon, not knowing what lengths humanity goes through to retrieve him whenever he goes missing. The alien, named Steven, is a member of the Klaatu, a race of aliens that are peaceful and only want to help humanity
",user,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1
text-delete,"An alien has kidnapped Matt Damon, not knowing what lengths humanity goes through to retrieve him whenever he goes missing. he alien, named Steven, is a member of the Klaatu, a race of aliens that are peaceful and only want to help humanity
",user,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1
text-insert,"An alien has kidnapped Matt Damon, not knowing what lengths humanity goes through to retrieve him whenever he goes missing.  he alien, named Steven, is a member of the Klaatu, a race of aliens that are peaceful and only want to help humanity
",user,2,0,0,0,0,0,0,0,0,0,1,1,0,0,1
text-insert,"An alien has kidnapped Matt Damon, not knowing what lengths humanity goes through to retrieve him whenever he goes missing.  he alien, named Steven, is a member of the Klaatu, a race of aliens that are peaceful and only want to help humanity
.",user,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1
text-insert,"An alien has kidnapped Matt Damon, not knowing what lengths humanity goes through to retrieve him whenever he goes missing.  he alien, named Steven, is a member of the Klaatu, a race of aliens that are peaceful and only want to help humanity
. S",user,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1
text-insert,"An alien has kidnapped Matt Damon, not knowing what lengths humanity goes through to retrieve him whenever he goes missing.  he alien, named Steven, is a member of the Klaatu, a race of aliens that are peaceful and only want to help humanity
. St",user,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1
text-insert,"An alien has kidnapped Matt Damon, not knowing what lengths humanity goes through to retrieve him whenever he goes missing.  he alien, named Steven, is a member of the Klaatu, a race of aliens that are peaceful and only want to help humanity
. Ste",user,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1
text-insert,"An alien has kidnapped Matt Damon, not knowing what lengths humanity goes through to retrieve him whenever he goes missing.  he alien, named Steven, is a member of the Klaatu, a race of aliens that are peaceful and only want to help humanity
. Stev",user,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1
text-insert,"An alien has kidnapped Matt Damon, not knowing what lengths humanity goes through to retrieve him whenever he goes missing.  he alien, named Steven, is a member of the Klaatu, a race of aliens that are peaceful and only want to help humanity
. Steve",user,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1
text-insert,"An alien has kidnapped Matt Damon, not knowing what lengths humanity goes through to retrieve him whenever he goes missing.  he alien, named Steven, is a member of the Klaatu, a race of aliens that are peaceful and only want to help humanity
. Steven",user,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1
text-insert,"An alien has kidnapped Matt Damon, not knowing what lengths humanity goes through to retrieve him whenever he goes missing.  he alien, named Steven, is a member of the Klaatu, a race of aliens that are peaceful and only want to help humanity
. Steven h",user,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1
